word,machine,human,label
decisive,ipinnu,nipinnu,positive
led,mu,dari,positive
suffices,to,to,positive
massacres,ipakupa,ìpakúpa,negative
protected,ni idaabobo,ni idaabobo,positive
pickets,pickets,ìfẹ̀hónúhàn,negative
carnal,ti ara,ara,negative
applauded,iyin,yin,positive
prominently,pataki,pataki,positive
headaches,efori,ẹ̀fọ́rí,negative
plaything,nkan isere,nǹkan ìṣeré,negative
inordinate,aisedeedee,àìyẹ,negative
prove,fi mule,fi mule,positive
irritably,ibinujẹ,ìkórìíra,negative
loon,loon,ọ̀lẹ,negative
patriarchal,baba -nla,baba -nla,positive
refunded,agbapada,gbapada,positive
savagery,iwa ika,ìwà ìkà,negative
committing,dá,n dá,positive
reputation,loruko,loruko,positive
regrets,banuje,àbámọ̀,negative
gape,gape,ṣí ẹnu ṣílẹ̀,negative
defeat,ijatil,ìjákulẹ̀,negative
homosexuality,ilopọ,ìbálópò ìbí kan náà,negative
cuckoo,cuckoo,òpònú,negative
scorn,ẹgan,ẹ̀gàn,negative
oblivious,gbagbe,ìgbàgbé,negative
glamourous,ẹwa,ẹwa,positive
invidiously,invidiously,ìlara,negative
disaffected,aibanujẹ,àìnípa,negative
debaser,ẹlẹgbin,arẹ̀wẹ̀sì,negative
fragrant,olóòórùn dídùn,olóòórùn dídùn,positive
gratitude,ọpẹ,ọpẹ,positive
immodest,alaigbọran,pọ̀ jù,negative
frantic,alaigbọran,aláńgàná,negative
champion,asiwaju,asiwaju,positive
beg,ṣagbe,ṣagbe,negative
advantages,awọn anfani,awọn anfani,positive
instructor,oluko,oluko,positive
nomination,yiyan,yiyan,positive
publicist,olupolowo,olùkéde,negative
tenderness,tutu,tutu,positive
adulation,ibukun,ipọnni,positive
deranged,ti bajẹ,dàrúdàpọ̀,negative
unquestionably,laiseaniani,laiseaniani,positive
murdering,ipaniyan,ìpànìyàn,negative
lunacy,aṣiwere,wèrè,negative
greenwashers,awọn agbẹ alawọ ewe,àwọn àgbẹ̀ aláwọ̀ ewé,negative
hedonism,hedonism,wíwá igbadun,positive
contaminate,kontaminesonu,sọ dalábùkù,negative
subdue,tẹriba,ṣẹ́gun,negative
uncouth,aiṣedeede,aláìlẹ́wà,negative
overshadow,bò,bò,negative
powerful,alagbara,alagbara,positive
stupidity,omugo,òmùgọ̀,negative
buzzing,ariwo,kíkùn,negative
dance,ijó,ijó,positive
continuity,ilosiwaju,ilosiwaju,positive
horrors,ibanuje,ìpayà,negative
surmount,bori,bori,positive
wound,ọgbẹ,ọgbẹ́,negative
losers,olofo,olófò,negative
vain,asan,asán,negative
unaccessible,ti ko le wọle,àìlèsúmọ́,negative
glitz,glitz,didan,positive
toothache,eyin ehin,eyín-dídùn,negative
onslaught,ikọlu,ìkọlù,negative
undercuts,undercuts,ìgélábẹ́,negative
subvert,yiyipada,yíyí padà,negative
dismalness,ailera,ipò àìláyọ̀,negative
amends,ṣe atunṣe,ṣe atunṣe,positive
plight,ipọnju,ìpọ́njú,negative
disagreed,koo,kọ̀,negative
abused,ti reje,tí rẹ́jẹ,negative
readable,ṣeékà,ṣeékà,positive
corruptted,ibajẹ,ti bàjẹ́,negative
invidiousness,invidiousness,ìlara,negative
fireproof,fireproof,di ina lọnà,positive
legendary,arosọ,arosọ,positive
curiosity,iwariiri,iwariiri,positive
ill-fated,aiṣedeede,oríburúkú,negative
contracted,isunki,súnkì,negative
grouchy,alaigbọran,aláròyé,negative
decadent,decadent,ẹlẹ́sẹ̀,negative
skillful,ọlọgbọn,ọlọgbọn,positive
reciprocate,ṣe atunṣe,ṣe atunṣe,positive
memorable,to sese,ti ko se gbagbe,positive
succinct,ṣoki,ṣoki,positive
stranded,ti idaamu,dààmú,negative
proprietary,ohun -ini,ohun ìní,negative
drown,rì,rì,negative
implication,ipa,ìjẹmọ́,negative
purgatory,purgatory,ìpọ́njú,negative
pathetic,ìbànújẹ́,ógbẹnután,negative
oration,oration,ìṣòro gbangba,positive
everlasting,ayeraye,ayeraye,positive
marshal,marshal,to lẹsẹsẹ,positive
culprit,ẹlẹṣẹ,ẹlẹ́sẹ̀,negative
humbly,onirẹlẹ,pẹlu irẹlẹ,positive
pissing,ibinujẹ,ìbínú,negative
anti-white,egboogi-funfun,alátakò-funfun,negative
deformity,idibajẹ,àbùnkùn,negative
sticky,alalepo,alálẹ̀pọ̀,negative
contributor,olùkópa,olùkópa,positive
dour,dour,alágídí,negative
buxom,buxom,didaraya,positive
usurp,usurp,fipágbà,negative
convoluted,convoluted,ẹjọ́,negative
innuendo,aiṣedeede,ọ̀rọ̀ àbùkù,negative
ebulliently,ebulliently,pelu ayọ,positive
rebate,idinwoku,idinwoku,positive
taint,taint,dọ̀tí,negative
fateful,ayanmọ,àyànmọ́,negative
unconscious,daku,dákú,negative
mashed,mashed,fọ́,negative
dizziness,dizziness,òyì,negative
blues,blues,àárẹ̀-ọkàn,negative
thirsty,ongbẹ,òùngbẹ,negative
terrifically,lasan,leke,positive
unreliable,alaigbagbọ,àìṣégbáralé,negative
pertussis,pertussis,àrùn-èémí,negative
dissatisfactory,alaitẹlọrun,aláìtẹ̀ẹ́lọ́rùn,negative
conveniently,ni irọrun,ni irọrun,positive
disparage,disparage,aláìgbọràn,negative
curl,tẹ-,ikakò,positive
increase,alekun,alekun,positive
sumptuousness,apọju,apọju,positive
integrity,iyege,otitọ inu,positive
distaste,ikorira,ìkórìíra,negative
fleer,ọkọ ofurufu,gàn,negative
loony,loony,wèrè,negative
ambiguous,onka,ní pọ́na,negative
gloriously,ologo,ologo,positive
unreal,otitọ,ti ki iṣẹ òtítọ,positive
oversimplify,apọju,àpọ̀jù,negative
building,ile,ile,positive
kindly,jowo,inurere,positive
expenditure,inawo,ìnáwó,negative
affordably,ni ifarada,ni to,positive
standoff,ìforígbárí,ọ̀mì,negative
shapely,apẹrẹ,àwòrán,positive
assets,ìní,awọn ohun ìní,positive
despicably,laibikita,ẹlẹ́gàn,negative
indemnity,aiṣedeede,igbọwọ nitori ibajẹ,positive
intrusion,ifọle,ìyọnusí,negative
timidity,itiju,ìbẹ̀rù,negative
sincerely,tọkàntọkàn,tọkàntọkàn,positive
excitedly,inu didun,inu didun,positive
tough,alakikanju,lágbára,negative
bafflement,idamu,ìdààmú,negative
gorgeously,alayeye,alayeye,positive
annoyed,nbaje,bínú,negative
greater,tobi,tobi,positive
lacks,ko si,ṣàìní,negative
exigent,exigent,àfiyèsí,negative
faggots,fagots,àwọn igi ìdáná,negative
perplexing,idaamu,ìdààmú,negative
counselor,Oludamoran,Oludamoran,positive
stoppage,idaduro,ìdádúró,negative
magical,idan,idan,positive
reprehensibly,reprehensibly,ìdálẹ́bi,negative
uninsured,ti ko ni iṣeduro,àìníṣùra,negative
well-bred,daradara-sin,ni kikọ rere,positive
spelling,akọtọ,akọtọ,positive
volatility,iyipada,ìyípadà,negative
barbarian,alaimoye,ènìyàn lásán,negative
crucifixion,agbelebu,kàmnọ́-àgbélèbú,negative
non-confidence,aigbagbọ,àìnígboyà,negative
tingle,tingle,ho,positive
brainless,opolo,àìníọpọlọ,negative
peach,eso pishi,eso pishi,positive
allowable,Allowable,jẹ gbigba,positive
absentee,isansa,ìsáǹsá,negative
eschew,yọ kuro,yàgò fún,negative
underpowered,lágbára,aláìlágbára,negative
rich,ọlọrọ,ọlọrọ,positive
litigation,ẹjọ,ẹjọ́,negative
crushing,fifun pa,fífún pa,negative
ineloquently,aiṣedeede,aláìjágeere,negative
towering,gíga,gíga,positive
irresolvable,ko le yanju,àìlèyanjú,negative
rubbish,idoti,ìdọ̀tí,negative
condemnation,ìdálẹ́bi,ìdálẹ́bi,negative
refresh,sọtun,tù,positive
smudging,rirun,rírú èéfín,negative
approbation,ifọwọsi,idunmọ,positive
comely,ẹlẹwa,ẹlẹwa,positive
fevers,ibà,ibà,negative
espionage,iṣẹ amí,alamí,negative
stooges,stooges,ẹni tí a tànjẹ,negative
pollute,ẹlẹgbin,ẹlẹ́gbin,negative
misbehaved,aiṣedeede,àìṣedédé,negative
hydrocephalus,hydrocephalus,kíkéré-orí,negative
cruelty,ìkà,ìkà,negative
downhearted,onirẹlẹ ọkan,onírẹ̀lẹ̀ ọkàn,negative
coalition,iṣọkan,iṣọkan,positive
acrobat,akrobat,olùdárayá,positive
naive,alaimọ,aláìmọ̀kan,negative
commendable,gbóríyìn fún,gbóríyìn fún,positive
pettifog,pettifog,wíwá àṣìṣe,negative
incorrigible,aidibajẹ,ìdíbàjẹ́,negative
educated,kọ ẹkọ,kọ ẹkọ,positive
disregard,aibikita,áìbìkítà,negative
scientific,ijinle sayensi,ijinle sayensi,positive
luxuriate,igbadun,igbadun,positive
haughtily,gberaga,ìgbéraga,negative
brazen,akọni,akọni,negative
demon,ànjọ̀nú,àǹjọ̀ọ̀nú,negative
enliven,gbe laaye,so daye,positive
glee,ayo,ayo,positive
proudly,igberaga,ayọ nla,positive
fuse,fiusi,fiusi,positive
decline,kọ silẹ,kọ̀ sílẹ̀,negative
opium,opium,ògun-olóró,negative
degraded,abuku,àbùkù,negative
uselessness,asan,asán,negative
cafe,kafe,kafe,positive
cries,igbe,igbe,negative
pros,aleebu,anfani,positive
teens,awon odo,àwon-ọ̀dọ́,negative
horrifys,horrifys,lewu,negative
frantically,ni igboya,ní ìgboyà,negative
unwieldy,alailagbara,àìṣeégbé,negative
villify,villify,kẹ́gàn,negative
sty,ara,ilé ẹlẹ́dẹ̀,negative
dauntingly,dauntingly,ìdààmú,negative
distracting,distracting,dà láàmú,negative
shiny,danmeremere,tàn,positive
devotional,ifọkansin,ifọkansin,positive
renovate,tunṣe,tunṣe,positive
delinquent,ẹlẹṣẹ,àìṣedéédé,negative
include,pẹlu,pẹlu,positive
undocumented,ti ko ni iwe -aṣẹ,aláìlákọsílẹ̀,negative
thrash,ipọnju,nà,negative
serene,alaafia,dákẹ́-rọ́rọ́,negative
unsustainable,ailopin,àìlèmúdúró,negative
noncompliance,aibikita,àìtẹlé,negative
ace,Ace,mímọ̀ṣe,positive
bureaucrat,bureaucrat,aṣojú-ìjọba,negative
invincibility,ailagbara,ti a ko le bori,positive
discipline,ibawi,ìbáwí,negative
flattering,ipọnni,ipọnni,positive
malformation,idibajẹ,ìdíbàjẹ́,negative
enhances,awọn ilọsiwaju,mu dara,positive
restrain,ni ihamọ,dá-lẹ́kun,negative
diversified,orisirisi,orisirisi,positive
preferes,fẹran,fẹran,positive
razor-sharp,felefele-didasilẹ,mu,positive
repulsive,ikorira,ìkórìíra,negative
trickery,arekereke,ẹ̀tàn,negative
smugly,rirun,jíjọ ara ẹni lójú,negative
calamity,ajalu,àjálù,negative
reserve,ifiṣura,ifiṣura,positive
accepts,gba,gba,positive
fired,lenu ise,lé lẹ́nu iṣẹ́,negative
embargo,ifilọlẹ,ìfòfindè,negative
womanizing,obinrin,ìkóbìnrin,negative
involution,ifarada,àdínkù,negative
bungler,bungler,igbó,negative
immaculate,alaimo,ailabawọn,positive
warily,warily,níṣọ̀ra,negative
acrid,akiri,korò,negative
provoking,imunibinu,ìmúnibínú,negative
hatefully,korira,ìkórìíra,negative
ill-used,ilokulo,ìlòkulò,negative
reward,ère,ère,positive
wits,wits,ọgbọn,positive
parade,Itolẹsẹ,ìtòlẹ́sẹẹsẹ,negative
corrosion,ipata,ìpátá,negative
tumultuous,rudurudu,aláriwo,negative
calumniation,iṣiro,ìbánilórúkọjẹ́,negative
lace,lesi,lesi,positive
absurdly,absurdly,ṣàsèjì,negative
culture,asa,asa,positive
dubiously,dubiously,alágàbàgebè,negative
dashed,fọ,ìṣófo,negative
maliciousness,irira,ìríra,negative
deluge,iṣan omi,ìṣàn omi,negative
comical,apanilerin,apanilẹ́rìnín,negative
flashy,flashy,pe akiyesi,positive
eradication,imukuro,ìmúkúrò,negative
mediocre,alabọde,yẹpẹrẹ,negative
easiest,rọrun julọ,rọrun julọ,positive
dispirited,ti yọ kuro,ti sọ̀rètí nù,negative
agonize,ibanuje,ìbànújẹ́,negative
adventure,ìrìn,idawọle,positive
futilely,asan,asán,negative
infrequently,loorekoore,àìjóórèkóórè,negative
irrelevance,aibojumu,àìbójúmu,negative
cursed,eegun,èègún,negative
unsettle,aibalẹ,àìbalẹ̀,negative
misrepresent,ṣiṣalaye,ṣìṣàlàyé,negative
exacting,ṣiṣe deede,ìṣedèèdé,negative
promiscuous,panṣaga,onírìnkurìn,negative
backbite,ifunni ẹhin,ìsọ̀rọ̀ ẹni lẹ́yìn,negative
failed,kuna,kùnà,negative
share,pin,pin,positive
fickle,fickle,àìlèfọkàntán,negative
head-aches,ori-ọgbẹ,ìrora orí,negative
slowwww,slowwww,slowwww,negative
blithe,blithe,idaraya,positive
cohesive,iṣọkan,ṣọkan,positive
thwarts,thwarts,àwọn ìdíwọ́,negative
ghosting,iwunilori,ìfinipamọ́,negative
legal,ofin,ofin,positive
inefficiently,aisekokari,àìṣekóríyá,negative
slur,slur,àbùkù,negative
valiantly,akin,akin,positive
err,aṣiṣe,ṣàṣìṣe,negative
hostility,igbogunti,ìgbóguntì,negative
monstrously,monstrously,ìbanilẹ́rù,negative
deal,adehun,adehun,positive
anger,ibinu,ìbínú,negative
chaotic,rudurudu,rúdurùdu,negative
prolific,lọpọlọpọ,lọpọlọpọ,positive
reprehension,ẹgan,ìdálẹ́bi,negative
demoralizingly,irẹwẹsi,pẹ̀lú ìrẹ̀wẹ̀sì,negative
brashly,brashly,àìbìkítà,negative
slogs,slogs,gbá pẹ̀lú ìbínú,negative
enticed,tàn,tàn,positive
terrorized,ẹru,dẹ́rùbà,negative
uglier,buruju,burẹ́wà,negative
jaded,jaded,rẹ̀,negative
unbelief,aigbagbo,àìgbàgbọ́,negative
cry,kigbe,kígbe,negative
swankier,swankier,to dara  ju,positive
teasing,yẹ̀yẹ́,ìṣeyẹ̀yẹ́,negative
disorder,rudurudu,rúdurùdu,negative
fundamentalism,ipilẹṣẹ,ìpilẹ̀ṣẹ̀,negative
checkered,ṣayẹwo,ṣàyẹ̀wò,negative
flairs,flairs,òórùn,negative
disfigured,alaabo,bàjẹ́,negative
lapses,lapses,rọlẹ̀,negative
exclusive,iyasoto,iyasoto,positive
abundant,lọpọlọpọ,lọpọlọpọ,positive
bore,bí,bí,negative
impunity,aibikita,ìtúsílẹ̀ kúrò nínú ìfìyàjẹni,negative
ghost,iwin,iwin,negative
messes,idotin,ìdọ̀tí,negative
bonne,bonne,ọmọ ọ̀dọ̀,positive
drunk,mu yó,mu yó,negative
undercutting,abẹ abẹ,gígélábẹ́,negative
mania,mania,ìṣiwèrè,negative
compliant,ifaramọ,ẹsun,positive
postponing,idaduro,ìdádúró,negative
demonizes,àwọn ẹ̀mí èṣù,sọ dàǹjọ̀ọ̀nú,negative
juddering,adajo,mìn,negative
picketed,picketed,ìfẹ̀hónúhàn,negative
duplicity,ilọpo meji,ayédèrú,negative
gush,gush,tu jade,positive
misbehave,iwa aiṣedeede,ìwà àìṣedédé,negative
crap,inira,ìnira,negative
vitality,agbara,agbara,positive
deject,kọlu,ìbànújẹ́,negative
incompliant,aiṣedeede,àìṣedéédé,negative
bayonet,bayonet,ọ̀bẹ-ìbọn,negative
purr,purr,dídún ológbò,positive
apache,apache,jàndùkú,negative
cozy,farabale,nirọra,positive
jornada,jornada,ìrìn-àjò,negative
retard,idaduro,ìdádúró,negative
treasure,ìṣúra,ìṣúra,positive
determined,pinnu,pinnu,positive
nice,o dara,o dara,positive
blunders,blunders,àwọn àṣìṣe,negative
supports,atilẹyin,tilẹyin,positive
nightmare,alaburuku,àlákálàá,negative
unintelligent,alaimoye,aláìnímọ́,negative
polluters,awọn onibajẹ,àwọn oníbàjẹ́,negative
rhythm,ilu,ìlù dídùn,positive
lovably,lovably,dara,positive
league,liigi,liigi,positive
lecher,lecher,oníṣekúṣe,negative
mar,mar,bàjẹ́,negative
egotistically,alaragbayida,aláràgbàyídá,negative
sewerage,idoti,omi-ìdọ̀tí,negative
action,igbese,igbese,positive
adultery,agbere,àgbèrè,negative
exotic,nla,nla,positive
dont like,ko fẹran,kò fẹ́ràn,negative
desecration,ibajẹ,ìsọ̀rọ̀-òdì,negative
lamb,ọdọ Aguntan,ọdọ Aguntan,positive
conducive,ti o dara,ti o dara,positive
precariously,precariously,ewu,negative
arcane,arcane,ìyanu,negative
rack,agbeko,pẹpẹ,negative
god-awful,ọlọrun-buruju,búburú,negative
tragically,laanu,lóró,negative
patronizing,patronizing,ṣàtìlẹyìn,negative
unlikely,išẹlẹ ti,àìṣeéṣe,negative
selfish,amotaraeninikan,ìmọ̀tara-ẹni-nìkan,negative
unjustly,lọna aitọ,àìlóòtọ́,negative
cleverness,ọgbọn,ọgbọn,positive
mispronounced,ti ko tọ,ṣìpè,negative
fresher,titun,titun,positive
evict,jade kuro,jáde-kúrò,negative
devastation,iparun,ìpalára,negative
promoting,igbega,gbega,positive
stimulative,stimulative,gbaniyanju,positive
reaches,de ọdọ,de ọdọ,positive
shaky,gbigbọn,gbígbọ̀n,negative
wimp,wimp,àìnígboyà,negative
die-hard,kú-lile,ìgbìyànjú aláìlẹ́gbẹ́,negative
enable,jeki,jeki,positive
struck,lù,lù,negative
sun,oorun,oorun,positive
blight,aburu,ìfàsẹ́yìn,negative
prophylactic,prophylactic,díwọ́ àìsàn,positive
stools,ìgbẹ,ìgbẹ́,negative
trash,idọti,ìdọ̀tí,negative
intellectual,oloye,oloye,positive
grated,grated,fùfú,negative
cheerless,alainidunnu,aláìnídùnú,negative
mendacious,mendacious,aláìṣòótọ́,negative
indulgence,itẹlọrun,itẹlọrun,positive
remorseless,aibanujẹ,àìbanújẹ́,negative
tremulous,iwariri,ìwárìrì,negative
accountable,jiyin,jiyin,positive
weirdly,iyalẹnu,ṣàjòjì,negative
subversive,onírúkèrúdò,onírúkèrúdò,negative
hell,apaadi,àpáàdì,negative
hoping,nireti,nireti,positive
multi-polarization,olona-polarization,olona-polarization,negative
mature,ogbo,ogbo,positive
volcano,onina,òke-oníná,negative
outstandingly,titayọ,titayọ,positive
taboo,taboo,èèwò,negative
warden,alabojuto,olùṣọ́,negative
scarily,scarily,ìdẹ́rùbà,negative
motive,idi,idi,positive
nourishment,ounje,ounje,positive
option,aṣayan,aṣayan,positive
abysmal,abysmal,ọ̀gbun àìlópin,negative
gentleness,irẹlẹ,irẹlẹ,positive
priestly,alufaa,alufaa,positive
encourages,iwuri,gba niyanju,positive
contemptuous,ẹgan,ẹ̀gàn,negative
ardently,ardently,imura si,positive
hunch,hunch,iké,negative
usable,nkan elo,nkan elo,positive
smelt,rùn,rùn,negative
optimistic,ireti,nireti,positive
avenge,gbẹsan,gbẹ̀san,negative
iniquity,aiṣedede,àìṣedéédé,negative
mayor,baálẹ̀,baálẹ̀,positive
imitated,afarawe,farawé,negative
atrocious,oniwa buburu,oníwà búburú,negative
ennoble,ennoble,gbega,positive
bedlam,ibusun,ibùsùn,negative
triumphantly,ni isegun,ni isegun,positive
intrigue,intrigue,wúni lórí,positive
fore,iwaju,iwaju,positive
irate,ibinu,ìbínú,negative
encroach,ilodi si,ìlòdì sí,negative
likable,feran,feran,positive
insolence,alaigbọran,ìgbéraga,negative
rhetorical,aroye,àròyé,negative
enticingly,enticingly,pelu etàn,positive
fancy,fanimọra,fanimọra,positive
fraudsters,arekereke,jẹgúdújẹrá,negative
mentor,olutojueni,olutojueni,positive
argument,ariyanjiyan,àríyànjiyàn,negative
uncredited,alaigbagbọ,aláìgbàgbọ́,negative
quarrel,ìjà,ìjà,negative
superficiality,superficiality,léréfè,negative
grievance,ẹdun ọkan,ẹ̀dùn ọkàn,negative
snicker,onibaje,onibaje,positive
outward,ode,ode,positive
skill,olorijori,iṣẹ́,positive
reclamation,atunṣe,atunṣe,positive
promote,se igbelaruge,se igbelaruge,positive
